CIE;DESCRIPCION
W750;SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA, VIVIENDA
W751;SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA, INSTITUCION RESIDENCIAL
W752;SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W753;SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA, AREAS DE DEPORTE Y ATLETISMO
W754;SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA, CALLES Y CARRETERAS
W755;SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA, COMERCIO Y AREA DE SERVICIOS
W756;SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
W757;SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA, GRANJA
W758;SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA, OTRO LUGAR ESPECIFICADO
W759;SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA, LUGAR NO ESPECIFICADO
W76;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES
W760;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES, VIVIENDA
W761;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES, INSTITUCION RESIDENCIAL
W762;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W763;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES, AREAS DE DEPORTE Y ATLETISMO
W764;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES, CALLES Y CARRETERAS
W765;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES, COMERCIO Y AREA DE SERVICIOS
W766;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES, AREA INDUSTRIAL Y DE LA CONSTRUCCION
W767;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES, GRANJA
W768;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES, OTRO LUGAR ESPECIFICADO
W769;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES, LUGAR NO ESPECIFICADO
W77;OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS
W770;OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS, VIVIENDA
W771;OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS, INSTITUCION RESIDENCIAL
W772;OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W773;OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS, AREAS DE DEPORTE Y ATLETISMO
W774;OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS, CALLES Y CARRETERAS
W775;OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS, COMERCIO Y AREA DE SERVICIOS
W776;OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS, AREA INDUSTRIAL Y DE LA CONSTRUCCION
W777;OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS, GRANJA
W778;OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS, OTRO LUGAR ESPECIFICADO
W779;OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA U OTRAS SUSTANCIAS, LUGAR NO ESPECIFICADO
W78;INHALACION DE CONTENIDOS GASTRICOS
W780;INHALACION DE CONTENIDOS GASTRICOS, VIVIENDA
W781;INHALACION DE CONTENIDOS GASTRICOS, INSTITUCION RESIDENCIAL
W782;INHALACION DE CONTENIDOS GASTRICOS, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W783;INHALACION DE CONTENIDOS GASTRICOS, AREAS DE DEPORTE Y ATLETISMO
W784;INHALACION DE CONTENIDOS GASTRICOS, CALLES Y CARRETERAS
W785;INHALACION DE CONTENIDOS GASTRICOS, COMERCIO Y AREA DE SERVICIOS
W786;INHALACION DE CONTENIDOS GASTRICOS, AREA INDUSTRIAL Y DE LA CONSTRUCCION
W787;INHALACION DE CONTENIDOS GASTRICOS, GRANJA
W788;INHALACION DE CONTENIDOS GASTRICOS, OTRO LUGAR ESPECIFICADO
W789;INHALACION DE CONTENIDOS GASTRICOS, LUGAR NO ESPECIFICADO
W79;INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS
W790;INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS, VIVIENDA
W791;INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS, INSTITUCION RESIDENCIAL
W792;INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W793;INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS, AREAS DE DEPORTE Y ATLETISMO
W794;INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS, CALLES Y CARRETERAS
W795;INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS, COMERCIO Y AREA DE SERVICIOS
W796;INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS, AREA INDUSTRIAL Y DE LA CONSTRUCCION
W797;INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS, GRANJA
W798;INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS, OTRO LUGAR ESPECIFICADO
W799;INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS, LUGAR NO ESPECIFICADO
W80;INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS
W800;INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS, VIVIENDA
W801;INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS, INSTITUCION RESIDENCIAL
W802;INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS, ESCUELAS, OTRAS INSTITUCION Y AREAS ADMINISTRATIVAS PUBLICAS
W803;INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS, AREAS DE DEPORTE Y ATLETISMO
W804;INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS, CALLES Y CARRETERAS
W805;INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS, COMERCIO Y AREA DE SERVICIOS
W806;INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS, AREA INDUSTRIAL Y DE LA CONSTRUCCION
W807;INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS, GRANJA
W808;INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS, OTRO LUGAR ESPECIFICADO
W809;INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS, LUGAR NO ESPECIFICADO
W81;CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO
W810;CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO, VIVIENDA
W811;CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO, INSTITUCION RESIDENCIAL
W812;CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W813;CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO, AREAS DE DEPORTE Y ATLETISMO
W814;CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO, CALLES Y CARRETERAS
W815;CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO, COMERCIO Y AREA DE SERVICIOS
W816;CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO, AREA INDUSTRIAL Y DE LA CONSTRUCCION
W817;CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO, GRANJA
W818;CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO, OTRO LUGAR ESPECIFICADO
W819;CONFINADO O ATRAPADO EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO, LUGAR NO ESPECIFICADO
W83;OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION
W830;OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION, VIVIENDA
W831;OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION, INSTITUCION RESIDENCIAL
W832;OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W833;OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION, AREAS DE DEPORTE Y ATLETISMO
W834;OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION, CALLES Y CARRETERAS
W835;OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION, COMERCIO Y AREA DE SERVICIOS
W836;OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION, AREA INDUSTRIAL Y DE LA CONSTRUCCION
W837;OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION, GRANJA
W838;OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION, OTRO LUGAR ESPECIFICADO
W839;OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION, LUGAR NO ESPECIFICADO
W84;OBSTRUCCION NO ESPECIFICADA DE LA RESPIRACION
W840;OBSTRUCCION NO ESPECIFICADA DE LA RESPIRACION, VIVIENDA
W841;OBSTRUCCION NO ESPECIFICADA DE LA RESPIRACION, INSTITUCION RESIDENCIAL
W842;OBSTRUCCION NO ESPECIFICADA DE LA RESPIRACION, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W843;OBSTRUCCION NO ESPECIFICADA DE LA RESPIRACION, AREAS DE DEPORTE Y ATLETISMO
W844;OBSTRUCCION NO ESPECIFICADA DE LA RESPIRACION, CALLES Y CARRETERAS
W845;OBSTRUCCION NO ESPECIFICADA DE LA RESPIRACION, COMERCIO Y AREA DE SERVICIOS
W846;OBSTRUCCION NO ESPECIFICADA DE LA RESPIRACION, AREA INDUSTRIAL Y DE LA CONSTRUCCION
W847;OBSTRUCCION NO ESPECIFICADA DE LA RESPIRACION, GRANJA
W848;OBSTRUCCION NO ESPECIFICADA DE LA RESPIRACION, OTRO LUGAR ESPECIFICADO
W849;OBSTRUCCION NO ESPECIFICADA DE LA RESPIRACION, LUGAR NO ESPECIFICADO
W85;EXPOSICION A LINEAS DE TRANSMISION ELECTRICA
W850;EXPOSICION A LINEAS DE TRANSMISION ELECTRICA, VIVIENDA
W851;EXPOSICION A LINEAS DE TRANSMISION ELECTRICA, INSTITUCION RESIDENCIAL
W852;EXPOSICION A LINEAS DE TRANSMISION ELECTRICA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W853;EXPOSICION A LINEAS DE TRANSMISION ELECTRICA, AREAS DE DEPORTE Y ATLETISMO
W854;EXPOSICION A LINEAS DE TRANSMISION ELECTRICA, CALLES Y CARRETERAS
W855;EXPOSICION A LINEAS DE TRANSMISION ELECTRICA, COMERCIO Y AREA DE SERVICIOS
W856;EXPOSICION A LINEAS DE TRANSMISION ELECTRICA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
W857;EXPOSICION A LINEAS DE TRANSMISION ELECTRICA, GRANJA
W858;EXPOSICION A LINEAS DE TRANSMISION ELECTRICA, OTRO LUGAR ESPECIFICADO
W859;EXPOSICION A LINEAS DE TRANSMISION ELECTRICA, LUGAR NO ESPECIFICADO
W86;EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS
W860;EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS, VIVIENDA
W861;EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS, INSTITUCION RESIDENCIAL
W862;EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W863;EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS, AREAS DE DEPORTE Y ATLETISMO
W864;EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS, CALLES Y CARRETERAS
W865;EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS, COMERCIO Y AREA DE SERVICIOS
W866;EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS, AREA INDUSTRIAL Y DE LA CONSTRUCCION
W867;EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS, GRANJA
W868;EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS, OTRO LUGAR ESPECIFICADO
W869;EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS, LUGAR NO ESPECIFICADO
W87;EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA
W870;EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA, VIVIENDA
W871;EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA, INSTITUCION RESIDENCIAL
W872;EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W873;EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA, AREAS DE DEPORTE Y ATLETISMO
W874;EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA, CALLES Y CARRETERAS
W875;EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA, COMERCIO Y AREA DE SERVICIOS
W876;EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA, AREA INDUSTRIAL Y DE LA CONSTRUCCION
W877;EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA, GRANJA
W878;EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA, OTRO LUGAR ESPECIFICADO
W879;EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA, LUGAR NO ESPECIFICADO
W88;EXPOSICION A RADIACION IONIZANTE
W880;EXPOSICION A RADIACION IONIZANTE, VIVIENDA
W881;EXPOSICION A RADIACION IONIZANTE, INSTITUCION RESIDENCIAL
W882;EXPOSICION A RADIACION IONIZANTE, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W883;EXPOSICION A RADIACION IONIZANTE, AREAS DE DEPORTE Y ATLETISMO
W884;EXPOSICION A RADIACION IONIZANTE, CALLES Y CARRETERAS
W885;EXPOSICION A RADIACION IONIZANTE, COMERCIO Y AREA DE SERVICIOS
W886;EXPOSICION A RADIACION IONIZANTE, AREA INDUSTRIAL Y DE LA CONSTRUCCION
W887;EXPOSICION A RADIACION IONIZANTE, GRANJA
W888;EXPOSICION A RADIACION IONIZANTE, OTRO LUGAR ESPECIFICADO
W889;EXPOSICION A RADIACION IONIZANTE, LUGAR NO ESPECIFICADO
W89;EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL
W890;EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL, VIVIENDA
W891;EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL, INSTITUCION RESIDENCIAL
W892;EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W893;EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL, AREAS DE DEPORTE Y ATLETISMO
W894;EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL, CALLES Y CARRETERAS
W895;EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL, COMERCIO Y AREA DE SERVICIOS
W896;EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL, AREA INDUSTRIAL Y DE LA CONSTRUCCION
W897;EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL, GRANJA
W898;EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL, OTRO LUGAR ESPECIFICADO
W899;EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL, LUGAR NO ESPECIFICADO
W90;EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE
W900;EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE, VIVIENDA
W901;EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE, INSTITUCION RESIDENCIAL
W902;EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W903;EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE, AREAS DE DEPORTE Y ATLETISMO
W904;EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE, CALLES Y CARRETERAS
W905;EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE, COMERCIO Y AREA DE SERVICIOS
W906;EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE, AREA INDUSTRIAL Y DE LA CONSTRUCCION
W907;EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE, GRANJA
W908;EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE, OTRO LUGAR ESPECIFICADO
W909;EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE, LUGAR NO ESPECIFICADO
W91;EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO
W910;EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO, VIVIENDA
W911;EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO, INSTITUCION RESIDENCIAL
W912;EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W913;EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO, AREAS DE DEPORTE Y ATLETISMO
W914;EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO, CALLES Y CARRETERAS
W915;EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO, COMERCIO Y AREA DE SERVICIOS
W916;EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO, AREA INDUSTRIAL Y DE LA CONSTRUCCION
W917;EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO, GRANJA
W918;EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO, OTRO LUGAR ESPECIFICADO
W919;EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO, LUGAR NO ESPECIFICADO
W92;EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL
W920;EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL, VIVIENDA
W921;EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL, INSTITUCION RESIDENCIAL
W922;EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W923;EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL, AREAS DE DEPORTE Y ATLETISMO
W924;EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL, CALLES Y CARRETERAS
W925;EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL, COMERCIO Y AREA DE SERVICIOS
W926;EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL, AREA INDUSTRIAL Y DE LA CONSTRUCCION
W927;EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL, GRANJA
W928;EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL, OTRO LUGAR ESPECIFICADO
W929;EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL, LUGAR NO ESPECIFICADO
W93;EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL
W930;EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL, VIVIENDA
W931;EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL, INSTITUCION RESIDENCIAL
W932;EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W933;EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL, AREAS DE DEPORTE Y ATLETISMO
W934;EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL, CALLES Y CARRETERAS
W935;EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL, COMERCIO Y AREA DE SERVICIOS
W936;EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL, AREA INDUSTRIAL Y DE LA CONSTRUCCION
W937;EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL, GRANJA
W938;EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL, OTRO LUGAR ESPECIFICADO
W939;EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL, LUGAR NO ESPECIFICADO
W94;EXPOSICION A PRESION DE AIRE ALTA Y BAJA Y A CAMBIOS EN LA PRESION DEL AIRE
W940;EXPOSICION A PRESION DE AIRE ALTA Y BAJA Y A CAMBIOS EN LA PRESION DEL AIRE, VIVIENDA
W941;EXPOSICION A PRESION DE AIRE ALTA Y BAJA Y A CAMBIOS EN LA PRESION DEL AIRE, INSTITUCION RESIDENCIAL
W942;EXPOSICION A PRESION DE AIRE ALTA Y BAJA Y A CAMBIOS EN LA PRESION DEL AIRE, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W943;EXPOSICION A PRESION DE AIRE ALTA Y BAJA Y A CAMBIOS EN LA PRESION DEL AIRE, AREAS DE DEPORTE Y ATLETISMO
W944;EXPOSICION A PRESION DE AIRE ALTA Y BAJA Y A CAMBIOS EN LA PRESION DEL AIRE, CALLES Y CARRETERAS
W945;EXPOSICION A PRESION DE AIRE ALTA Y BAJA Y A CAMBIOS EN LA PRESION DEL AIRE, COMERCIO Y AREA DE SERVICIOS
W946;EXPOSICION A PRESION DE AIRE ALTA Y BAJA Y A CAMBIOS EN LA PRESION DEL AIRE, AREA INDUSTRIAL Y DE LA CONSTRUCCION
W947;EXPOSICION A PRESION DE AIRE ALTA Y BAJA Y A CAMBIOS EN LA PRESION DEL AIRE, GRANJA
W948;EXPOSICION A PRESION DE AIRE ALTA Y BAJA Y A CAMBIOS EN LA PRESION DEL AIRE, OTRO LUGAR ESPECIFICADO
W949;EXPOSICION A PRESION DE AIRE ALTA Y BAJA Y A CAMBIOS EN LA PRESION DEL AIRE, LUGAR NO ESPECIFICADO
W99;EXPOSICION A OTROS FACTORES AMBIENTALES Y A LOS NO ESPECIFICADOS, DE ORIGEN ARTIFICIAL
W990;EXPOSICION A OTROS FACTORES AMBIENTALES Y A LOS NO ESPECIFICADOS, DE ORIGEN ARTIFICIAL, VIVIENDA
W991;EXPOSICION A OTROS FACTORES AMBIENTALES Y A LOS NO ESPECIFICADOS, DE ORIGEN ARTIFICIAL, INSTITUCION RESIDENCIAL
W992;EXPOSICION A OTROS FACTORES AMBIENTALES Y A LOS NO ESPECIFICADOS, DE ORIGEN ARTIFICIAL, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W993;EXPOSICION A OTROS FACTORES AMBIENTALES Y A LOS NO ESPECIFICADOS, DE ORIGEN ARTIFICIAL, AREAS DE DEPORTE Y ATLETISMO
W994;EXPOSICION A OTROS FACTORES AMBIENTALES Y A LOS NO ESPECIFICADOS, DE ORIGEN ARTIFICIAL, CALLES Y CARRETERAS
W995;EXPOSICION A OTROS FACTORES AMBIENTALES Y A LOS NO ESPECIFICADOS, DE ORIGEN ARTIFICIAL, COMERCIO Y AREA DE SERVICIOS
W996;EXPOSICION A OTROS FACTORES AMBIENTALES Y A LOS NO ESPECIFICADOS, DE ORIGEN ARTIFICIAL, AREA INDUSTRIAL Y DE LA CONSTRUCCION
W997;EXPOSICION A OTROS FACTORES AMBIENTALES Y A LOS NO ESPECIFICADOS, DE ORIGEN ARTIFICIAL, GRANJA
W998;EXPOSICION A OTROS FACTORES AMBIENTALES Y A LOS NO ESPECIFICADOS, DE ORIGEN ARTIFICIAL, OTRO LUGAR ESPECIFICADO
W999;EXPOSICION A OTROS FACTORES AMBIENTALES Y A LOS NO ESPECIFICADOS, DE ORIGEN ARTIFICIAL, LUGAR NO ESPECIFICADO
X00;EXPOSICION A FUEGO NO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION
X000;EXPOSICION A FUEGO NO CONTROLADO EN EDIFICIO U OTRA CONSTRUCCION, VIVIENDA
