CIE;DESCRIPCION
N51;TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N510;TRASTORNOS DE PROSTATA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N511;TRASTORNOS DEL TESTICULO Y DEL EPIDIDIMO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N512;BALANITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N518;OTROS TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N60;DISPLASIA MAMARIA BENIGNA
N600;QUISTE SOLITARIO DE LA MAMA
N601;MASTOPATIA QUISTICA DIFUSA
N602;FIBROADENOSIS DE MAMA
N603;FIBROESCLEROSIS DE MAMA
N604;ECTASIA DE CONDUCTO MAMARIO
N608;OTRAS DISPLASIAS MAMARIAS BENIGNAS
N609;DISPLASIA MAMARIA BENIGNA, SIN OTRA ESPECIFICACION
N61X;TRASTORNOS INFLAMATORIOS DE LA MAMA
N62X;HIPERTROFIA DE LA MAMA
N63X;MASA NO ESPECIFICADA EN LA MAMA
N64;OTROS TRASTORNOS DE LA MAMA
N640;FISURA Y FISTULA DEL PEZON
N641;NECROSIS GRASA DE LA MAMA
N642;ATROFIA DE LA MAMA
N643;GALACTORREA NO ASOCIADA CON EL PARTO
N644;MASTODINIA
N645;OTROS SIGNOS Y SINTOMAS RELATIVOS A LA MAMA
N648;OTROS TRASTORNOS ESPECIFICADOS DE LA MAMA
N649;TRASTORNO DE LA MAMA, NO ESPECIFICADO
N70;SALPINGITIS Y OOFORITIS
N700;SALPINGITIS Y OOFORITIS AGUDA
N701;SALPINGITIS Y OOFORITIS CRONICA
N709;SALPINGITIS Y OOFORITIS, NO ESPECIFICADAS
N71;ENFERMEDAD INFLAMATORIA DEL UTERO, EXCEPTO DEL CUELLO UTERINO
N710;ENFERMEDAD INFLAMATORIA AGUDA DEL UTERO
N711;ENFERMEDAD INFLAMATORIA CRONICA DEL UTERO
N719;ENFERMEDAD INFLAMATORIA DEL UTERO, NO ESPECIFICADA
N72X;ENFERMEDAD INFLAMATORIA DEL CUELLO UTERINO
N73;OTRAS ENFERMEDADES PELVICAS INFLAMATORIAS FEMENINAS
N730;PARAMETRITIS Y CELULITIS PELVICA AGUDA
N731;PARAMETRITIS Y CELULITIS PELVICA CRONICA
N732;PARAMETRITIS Y CELULITIS PELVICA NO ESPECIFICADA
N733;PERITONITIS PELVICA AGUDA, FEMENINA
N734;PERITONITIS PELVICA CRONICA, FEMENINA
N735;PERITONITIS PELVICA FEMENINA, NO ESPECIFICADA
N736;ADHERENCIAS PERITONEALES PELVICAS FEMENINAS
N738;OTRAS ENFERMEDADES INFLAMATORIAS PELVICAS FEMENINAS
N739;ENFERMEDAD INFLAMATORIA PELVICA FEMENINA, NO ESPECIFICADA
N74;TRASTORNOS INFLAMATORIOS DE LA PELVIS FEMENINA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N740;INFECCION TUBERCULOSA DEL CUELLO DEL UTERO
N741;ENFERMEDAD INFLAMATORIA PELVICA FEMENINA POR TUBERCULOSIS
N742;ENFERMEDAD INFLAMATORIA PELVICA FEMENINA POR SIFILIS
N743;ENFERMEDAD INFLAMATORIA PELVICA FEMENINA POR GONOCOCOS
N744;ENFERMEDAD INFLAMATORIA PELVICA FEMENINA POR CLAMIDIAS
N748;TRASTORNOS INFLAMATORIOS PELVICOS FEMENINOS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N75;ENFERMEDADES DE LA GLANDULA DE BARTHOLIN
N750;QUISTE DE LA GLANDULA DE BARTHOLIN
N751;ABSCESO DE LA GLANDULA DE BARTHOLIN
N758;OTRAS ENFERMEDADES DE LA GLANDULA DE BARTHOLIN
N759;ENFERMEDAD DE LA GLANDULA DE BARTHOLIN, NO ESPECIFICADA
N76;OTRAS AFECCIONES INFLAMATORIAS DE LA VAGINA Y DE LA VULVA
N760;VAGINITIS AGUDA
N761;VAGINITIS SUBAGUDA Y CRONICA
N762;VULVITIS AGUDA
N763;VULVITIS SUBAGUDA Y CRONICA
N764;ABSCESO VULVAR
N765;ULCERACION DE LA VAGINA
N766;ULCERACION DE LA VULVA
N768;OTRAS INFLAMACIONES ESPECIFICADAS DE LA VAGINA Y DE LA VULVA
N77;ULCERACION E INFLAMACION VULVOVAGINAL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N770;ULCERACION DE LA VULVA EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE
N771;VAGINITIS, VULVITIS Y VULVOVAGINITIS EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE
N778;ULCERACION E INFLAMACION VULVOVAGINAL EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N80;ENDOMETRIOSIS
N800;ENDOMETRIOSIS DEL UTERO
N801;ENDOMETRIOSIS DEL OVARIO
N802;ENDOMETRIOSIS DE LA TROMPA DE FALOPIO
N803;ENDOMETRIOSIS DEL PERITONEO PELVICO
N804;ENDOMETRIOSIS DEL TABIQUE RECTOVAGINAL Y DE LA VAGINA
N805;ENDOMETRIOSIS DEL INTESTINO
N806;ENDOMETRIOSIS EN CICATRIZ CUTANEA
N808;OTRAS ENDOMETRIOSIS
N809;ENDOMETRIOSIS, NO ESPECIFICADA
N81;PROLAPSO GENITAL FEMENINO
N810;URETROCELE FEMENINO
N811;CISTOCELE
N812;PROLAPSO UTEROVAGINAL INCOMPLETO
N813;PROLAPSO UTEROVAGINAL COMPLETO
N814;PROLAPSO UTEROVAGINAL, SIN OTRA ESPECIFICACION
N815;ENTEROCELE VAGINAL
N816;RECTOCELE
N818;OTROS PROLAPSOS GENITALES FEMENINOS
N819;PROLAPSO GENITAL FEMENINO, NO ESPECIFICADO
N82;FISTULAS QUE AFECTAN EL TRACTO GENITAL FEMENINO
N820;FISTULA VESICOVAGINAL
N821;OTRAS FISTULAS DE LAS VIAS GENITOURINARIAS FEMENINAS
N822;FISTULA DE LA VAGINA AL INTESTINO DELGADO
N823;FISTULA DE LA VAGINA AL INTESTINO GRUESO
N824;OTRAS FISTULAS DEL TRACTO GENITAL FEMENINO AL TRACTO INTESTINAL
N825;FISTULA DEL TRACTO GENITAL FEMENINO A LA PIEL
N828;OTRAS FISTULAS DEL TRACTO GENITAL FEMENINO
N829;FISTULA DEL TRACTO GENITAL FEMENINO, SIN OTRA ESPECIFICACION
N83;TRATORNOS NO INFLAMATORIOS DEL OVARIO, DE LA TROMPA DE FALOPIO Y DEL LIGAMENTO ANCHO
N830;QUISTE FOLICULAR DEL OVARIO
N831;QUISTE DEL CUERPO AMARILLO
N832;OTROS QUISTES OVARICOS Y LOS NO ESPECIFICADOS
N833;ATROFIA ADQUIRIDA DEL OVARIO Y DE LA TROMPA DE FALOPIO
N834;PROLAPSO Y HERNIA DEL OVARIO Y DE LA TROMPA DE FALOPIO
N835;TORSION DE OVARIO, PEDICULO DE OVARIO Y TROMPA DE FALOPIO
N836;HEMATOSALPINX
N837;HEMATOMA DEL LIGAMENTO ANCHO
N838;OTROS TRASTORNOS NO INFLAMATORIOS DEL OVARIO, DE LA TROMPA DE FALOPIO Y DEL LIGAMENTO ANCHO
N839;ENFERMEDAD NO INFLAMATORIA DEL OVARIO, DE LA TROMPA DE FALOPIO Y DEL LIGAMENTO ANCHO, NO ESPECIFICADA
N84;POLIPO DEL TRACTO GENITAL FEMENINO
N840;POLIPO DEL CUERPO DEL UTERO
N841;POLIPO DEL CUELLO DEL UTERO
N842;POLIPO DE LA VAGINA
N843;POLIPO DE LA VULVA
N848;POLIPOS DE OTRAS PARTES DEL TRACTO GENITAL FEMENINO
N849;POLIPO DEL TRACTO GENITAL FEMENINO, NO ESPECIFICADO
N85;OTROS TRASTORNOS NO INFLAMATORIOS DEL UTERO, EXCEPTO DEL CUELLO
N850;HIPERPLASIA DE GLANDULA DEL ENDOMETRIO
N851;HIPERPLASIA ADENOMATOSA DEL ENDOMETRIO
N852;HIPERTROFIA DEL UTERO
N853;SUBINVOLUCION DEL UTERO
N854;MALA POSICION DEL UTERO
N855;INVERSION DEL UTERO
N856;SINEQUIAS INTRAUTERINAS
N857;HEMATOMETRA
N858;OTROS TRASTORNOS NO INFLAMATORIOS ESPECIFICADOS DEL UTERO
N859;TRASTORNO NO INFLAMATORIO DEL UTERO, NO ESPECIFICADO
N86X;EROSION Y ECTROPION DEL CUELLO DEL UTERO
N87;DISPLASIA DEL CUELLO UTERINO
N870;DISPLASIA CERVICAL LEVE
N871;DISPLASIA CERVICAL MODERADA
N872;DISPLASIA CERVICAL SEVERA, NO CLASIFICADA EN OTRA PARTE
N879;DISPLASIA DEL CUELLO DEL UTERO, NO ESPECIFICADA
N88;OTROS TRASTORNOS NO INFLAMATORIOS DEL CUELLO DEL UTERO
N880;LEUCOPLASIA DEL CUELLO DEL UTERO
N881;LACERACION ANTIGUA DEL CUELLO DEL UTERO
N882;ESTRECHEZ Y ESTENOSIS DEL CUELLO DEL UTERO
N883;INCOMPETENCIA DEL CUELLO DEL UTERO
N884;ELONGACION HIPERTROFICA DEL CUELLO DEL UTERO
N888;OTROS TRASTORNOS NO INFLAMATORIOS ESPECIFICADOS DEL CUELLO DEL UTERO
N889;TRASTORNO NO INFLAMATORIO DEL CUELLO DEL UTERO, NO ESPECIFICADO
N89;OTROS TRASTORNOS NO INFLAMATORIOS DE LA VAGINA
N890;DISPLASIA VAGINAL LEVE
N891;DISPLASIA VAGINAL MODERADA
N892;DISPLASIA VAGINAL SEVERA, NO CLASIFICADA EN OTRA PARTE
N893;DISPLASIA DE LA VAGINA, NO ESPECIFICADA
N894;LEUCOPLASIA DE LA VAGINA
N895;ESTRECHEZ Y ATRESIA DE LA VAGINA
N896;ANILLO DE HIMEN ESTRECHO
N897;HEMATOCOLPOS
N898;OTROS TRASTORNOS ESPECIFICADOS NO INFLAMATORIOS DE LA VAGINA
N899;TRASTORNO NO INFLAMATORIO DE LA VAGINA, NO ESPECIFICADO
N90;OTROS TRASTORNOS NO INFLAMATORIOS DE LA VULVA Y DEL PERINEO
N900;DISPLASIA VULVAR LEVE
N901;DISPLASIA VULVAR MODERADA
N902;DISPLASIA VULVAR SEVERA, NO CLASIFICADA EN OTRA PARTE
N903;DISPLASIA DE LA VULVA, NO ESPECIFICADA
N904;LEUCOPLASIA DE LA VULVA
N905;ATROFIA DE LA VULVA
N906;HIPERTROFIA DE LA VULVA
N907;QUISTE DE LA VULVA
N908;OTROS TRASTORNOS NO INFLAMATORIOS ESPECIFICADOS DE LA VULVA Y DEL PERINEO
N909;TRASTORNO NO INFLAMATORIO DE LA VULVA Y DEL PERINEO, NO ESPECIFICADO
N91;MENSTRUACION AUSENTE, ESCASA O RARA
N910;AMENORREA PRIMARIA
N911;AMENORREA SECUNDARIA
N912;AMENORREA, SIN OTRA ESPECIFICACION
N913;OLIGOMENORREA PRIMARIA
N914;OLIGOMENORREA SECUNDARIA
N915;OLIGOMENORREA, NO ESPECIFICADA
N92;MENSTRUACION EXCESIVA, FRECUENTE E IRREGULAR
N920;MENSTRUACION EXCESIVA Y FRECUENTE CON CICLO REGULAR
N921;MENSTRUACION EXCESIVA Y FRECUENTE CON CICLO IRREGULAR
N922;MENSTRUACION EXCESIVA EN LA PUBERTAD
N923;HEMORRAGIA POR OVULACION
N924;HEMORRAGIA EXCESIVA EN PERIODO PREMENOPAUSICO
N925;OTRAS MENSTRUACIONES IRREGULARES ESPECIFICADAS
N926;MENSTRUACION IRREGULAR, NO ESPECIFICADA
N93;OTRAS HEMORRAGIAS UTERINAS O VAGINALES ANORMALES
N930;HEMORRAGIA POSTCOITO Y POSTCONTACTO
N938;OTRAS HEMORRAGIAS UTERINAS O VAGINALES ANORMALES ESPECIFICADAS
N939;HEMORRAGIA VAGINAL Y UTERINA ANORMAL, NO ESPECIFICADA
N94;DOLOR Y OTRAS AFECCIONES RELACIONADAS CON LOS ORGANOS GENITALES FEMENINOS Y CON EL CICLO MENSTRUAL
N940;DOLOR INTERMENSTRUAL
N941;DISPAREUNIA
N942;VAGINISMO
N943;SINDROME DE TENSION PREMENSTRUAL
N944;DISMENORREA PRIMARIA
N945;DISMENORREA SECUNDARIA
N946;DISMENORREA, NO ESPECIFICADA
N948;OTRAS AFECCIONES ESPECIFICADAS ASOCIADAS CON LOS ORGANOS GENITALES FEMENINOS Y EL CICLO MENSTRUAL
N949;AFECCIONES NO ESPECIFICADAS ASOCIADAS CON LOS ORGANOS GENITALES FEMENINOS Y EL CICLO MENSTRUAL
N95;OTROS TRASTORNOS MENOPAUSICOS Y PERIMENOPAUSICOS
N950;HEMORRAGIA POSTMENOPAUSICA
N951;ESTADOS MENOPAUSICOS Y CLIMATERICOS FEMENINOS
N952;VAGINITIS ATROFICA POSTMENOPAUSICA
N953;ESTADOS ASOCIADOS CON MENOPAUSIA ARTIFICIAL
N958;OTROS TRASTORNOS MENOPAUSICOS Y PERIMENOPAUSICOS ESPECIFICADOS
N959;TRASTORNO MENOPAUSICO Y PERIMENOPAUSICO, NO ESPECIFICADO
N96X;ABORTADORA HABITUAL
N97;INFERTILIDAD FEMENINA
N970;INFERTILIDAD FEMENINA ASOCIADA CON FALTA DE OVULACION
N971;INFERTILIDAD FEMENINA DE ORIGEN TUBARICO
N972;INFERTILIDAD FEMENINA DE ORIGEN UTERINO
N973;INFERTILIDAD FEMENINA DE ORIGEN CERVICAL
N974;INFERTILIDAD FEMENINA ASOCIADA CON FACTORES MASCULINOS
N978;INFERTILIDAD FEMENINA DE OTRO ORIGEN
N979;INFERTILIDAD FEMENINA, NO ESPECIFICADA
N98;COMPLICACIONES ASOCIADAS CON LA FECUNDACION ARTIFICIAL
N980;INFECCION ASOCIADA CON INSEMINACION ARTIFICIAL
N981;HIPERESTIMULACION DE OVARIOS
N982;COMPLICACIONES EN EL INTENTO DE INTRODUCCION DEL HUEVO FECUNDADO EN LA FERTILIZACION IN VITRO
N983;COMPLICACIONES EN EL INTENTO DE INTRODUCCION DEL EMBRION EN LA TRANSFERENCIA DE EMBRIONES
N988;OTRAS COMPLICACIONES ASOCIADAS CON LA FECUNDACION ARTIFICIAL
N989;COMPLICACION NO ESPECIFICADA ASOCIADA CON LA FECUNDACION ARTIFICIAL
N99;TRASTORNOS DEL SISTEMA GENITOURINARIO CONSECUTIVOS A PROCEDIMIENTOS NO CLASIFICADOS EN OTRA PARTE
N990;INSUFICIENCIA RENAL CONSECUTIVA A PROCEDIMIENTOS
N991;ESTRECHEZ URETRAL CONSECUTIVA A PROCEDIMIENTOS
N992;ADHERENCIAS POSTOPERATORIAS DE LA VAGINA
N993;PROLAPSO DE LA CUPULA VAGINAL DESPUES DE HISTERECTOMIA
N994;ADHERENCIAS PERITONEALES PELVICAS CONSECUTIVAS A PROCEDIMIENTOS
N995;MAL FUNCIONAMIENTO DE ESTOMA EXTERNO DE VIAS URINARIAS
N998;OTROS TRASTORNOS DEL SISTEMA GENITOURINARIO CONSECUTIVOS A PROCEDIMIENTOS
N999;TRASTORNO NO ESPECIFICADO DEL SISTEMA GENITOURINARIO CONSECUTIVO A PROCEDIMIENTOS
O00;EMBARAZO ECTOPICO
O000;EMBARAZO ABDOMINAL
O001;EMBARAZO TUBARICO
O002;EMBARAZO OVARICO
O008;OTROS EMBARAZOS ECTOPICOS
O009;EMBARAZO ECTOPICO, NO ESPECIFICADO
O01;MOLA HIDATIFORME
O010;MOLA HIDATIFORME CLASICA
O011;MOLA HIDATIFORME, INCOMPLETA O PARCIAL
O019;MOLA HIDATIFORME, NO ESPECIFICADA
O02;OTROS PRODUCTOS ANORMALES DE LA CONCEPCION
O020;DETENCION DEL DESARROLLO DEL HUEVO Y MOLA NO HIDATIFORME
O021;ABORTO RETENIDO
O028;OTROS PRODUCTOS ANORMALES ESPECIFICADOS DE LA CONCEPCION
O029;PRODUCTO ANORMAL DE LA CONCEPCION, NO ESPECIFICADO
O03;ABORTO ESPONTANEO
O030;ABORTO ESPONTANEO INCOMPLETO, COMPLICADO CON INFECCION GENITAL Y PELVIANA
O031;ABORTO ESPONTANEO INCOMPLETO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDIA
O032;ABORTO ESPONTANEO INCOMPLETO, COMPLICADO POR EMBOLIA
O033;ABORTO ESPONTANEO INCOMPLETO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS
O034;ABORTO ESPONTANEO INCOMPLETO, SIN COMPLICACION
O035;ABORTO ESPONTANEO COMPLETO O NO ESPECIFICADO, COMPLICADO CON INFECCION GENITAL Y PELVIANA
O036;ABORTO ESPONTANEO COMPLETO O NO ESPECIFICADO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDIA
O037;ABORTO ESPONTANEO COMPLETO O NO ESPECIFICADO, COMPLICADO POR EMBOLIA
O038;ABORTO ESPONTANEO COMPLETO O NO ESPECIFICADO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS
O039;ABORTO ESPONTANEO COMPLETO O NO ESPECIFICADO, SIN COMPLICACION
O04;ABORTO MEDICO
O040;ABORTO MEDICO INCOMPLETO, COMPLICADO CON INFECCION GENITAL Y PELVIANA
O041;ABORTO MEDICO INCOMPLETO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDIA
O042;ABORTO MEDICO INCOMPLETO, COMPLICADO POR EMBOLIA
O043;ABORTO MEDICO INCOMPLETO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS
O044;ABORTO MEDICO INCOMPLETO, SIN COMPLICACION
O045;ABORTO MEDICO COMPLETO O NO ESPECIFICADO, COMPLICADO CON INFECCION GENITAL Y PELVIANA
O046;ABORTO MEDICO COMPLETO O NO ESPECIFICADO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDIA
O047;ABORTO MEDICO COMPLETO O NO ESPECIFICADO, COMPLICADO POR EMBOLIA
O048;ABORTO MEDICO COMPLETO O NO ESPECIFICADO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS
O049;ABORTO MEDICO COMPLETO O NO ESPECIFICADO, SIN COMPLICACION
O05;OTRO ABORTO
O050;OTRO ABORTO INCOMPLETO, COMPLICADO CON INFECCION GENITAL Y PELVIANA
O051;OTRO ABORTO INCOMPLETO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDIA
O052;OTRO ABORTO INCOMPLETO, COMPLICADO POR EMBOLIA
O053;OTRO ABORTO INCOMPLETO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS
O054;OTRO ABORTO INCOMPLETO, SIN COMPLICACION
O055;OTRO ABORTO COMPLETO O NO ESPECIFICADO, COMPLICADO CON INFECCION GENITAL Y PELVIANA
O056;OTRO ABORTO COMPLETO O NO ESPECIFICADO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDIA
O057;OTRO ABORTO COMPLETO O NO ESPECIFICADO, COMPLICADO POR EMBOLIA
O058;OTRO ABORTO COMPLETO O NO ESPECIFICADO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS
O059;OTRO ABORTO COMPLETO O NO ESPECIFICADO, SIN COMPLICACION
O06;ABORTO NO ESPECIFICADO
O060;ABORTO NO ESPECIFICADO INCOMPLETO, COMPLICADO CON INFECCION GENITAL Y PELVIANA
O061;ABORTO NO ESPECIFICADO INCOMPLETO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDIA
O062;ABORTO NO ESPECIFICADO INCOMPLETO, COMPLICADO POR EMBOLIA
O063;ABORTO NO ESPECIFICADO INCOMPLETO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS
O064;ABORTO NO ESPECIFICADO INCOMPLETO, SIN COMPLICACION
O065;ABORTO NO ESPECIFICADO COMPLETO O NO ESPECIFICADO, COMPLICADO CON INFECCION GENITAL Y PELVIANA
O066;ABORTO NO ESPECIFICADO COMPLETO O NO ESPECIFICADO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDIA
O067;ABORTO NO ESPECIFICADO COMPLETO O NO ESPECIFICADO, COMPLICADO POR EMBOLIA
O068;ABORTO NO ESPECIFICADO COMPLETO O NO ESPECIFICADO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS
O069;ABORTO NO ESPECIFICADO COMPLETO O NO ESPECIFICADO, SIN COMPLICACION
O07;INTENTO FALLIDO DE ABORTO
O070;FALLA DE LA INDUCCION MEDICA DEL ABORTO, COMPLICADO POR INFECCION GENITAL Y PELVIANA
O071;FALLA DE LA INDUCCION MEDICA DEL ABORTO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDIA
O072;FALLA DE LA INDUCCION MEDICA DEL ABORTO, COMPLICADO POR EMBOLIA
O073;FALLA DE LA INDUCCION MEDICA DEL ABORTO, CON OTRAS COMPLICACIONES Y LAS NO ESPECIFICADAS
O074;FALLA DE LA INDUCCION MEDICA DEL ABORTO, SIN COMPLICACION
O075;OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, COMPLICADOS POR INFECCION GENITAL Y PELVIANA
O076;OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, COMPLICADOS POR HEMORRAGIA EXCESIVA O TARDIA
O077;OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, COMPLICADOS POR EMBOLIA
O078;OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, CON OTRAS COMPLICACIONES Y LAS NO ESPECIFICADAS
O079;OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, SIN COMPLICACION
O08;COMPLICACIONES CONSECUTIVAS AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR
O080;INFECCION GENITAL Y PELVIANA CONSECUTIVA AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR
O081;HEMORRAGIA EXCESIVA O TARDIA CONSECUTIVA AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR
O082;EMBOLIA CONSECUTIVA AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR
O083;CHOQUE CONSECUTIVO AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR
O084;INSUFICIENCIA RENAL CONSECUTIVA AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR
O085;TRASTORNO METABOLICO CONSECUTIVO AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR
O086;LESION DE ORGANOS O TEJIDOS DE LA PELVIS CONSECUTIVO AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR
O087;OTRAS COMPLICACIONES VENOSAS CONSECUTIVAS AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR
O088;OTRAS COMPLICACIONES CONSECUTIVAS AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR
O089;COMPLICACION NO ESPECIFICADA CONSECUTIVA AL ABORTO, AL EMBARAZO ECTOPICO Y AL EMBARAZO MOLAR
O10;HIPERTENSION PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO
O100;HIPERTENSION ESENCIAL PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO
O101;ENFERMEDAD CARDIACA HIPERTENSIVA PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO
O102;ENFERMEDAD RENAL HIPERTENSIVA PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO
O103;ENFERMEDAD CARDIORRENAL HIPERTENSIVA PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO
O104;HIPERTENSION SECUNDARIA PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO
O109;HIPERTENSION PREEXISTENTE NO ESPECIFICADA, QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO
O11X;PREECLAMPSIA SUPERPUESTA EN HIPERTENSION CRONICA
O12;EDEMA Y PROTEINURIA GESTACIONALES [INDUCIDOS POR EL EMBARAZO] SIN HIPERTENSION
O120;EDEMA GESTACIONAL
O121;PROTEINURIA GESTACIONAL
O122;EDEMA GESTACIONAL CON PROTEINURIA
O13X;HIPERTENSION GESTACIONAL [INDUCIDA POR EL EMBARAZO]
O14;PREECLAMPSIA
O140;PREECLAMPSIA LEVE A MODERADA
O141;PREECLAMPSIA SEVERA
O142;SINDROME HELLP
O149;PREECLAMPSIA, NO ESPECIFICADA
O15;ECLAMPSIA
O150;ECLAMPSIA EN EL EMBARAZO
O151;ECLAMPSIA DURANTE EL TRABAJO DE PARTO
O152;ECLAMPSIA EN EL PUERPERIO
O159;ECLAMPSIA, EN PERIODO NO ESPECIFICADO
O16X;HIPERTENSION MATERNA, NO ESPECIFICADA
O20;HEMORRAGIA PRECOZ DEL EMBARAZO
O200;AMENAZA DE ABORTO
O208;OTRAS HEMORRAGIAS PRECOCES DEL EMBARAZO
O209;HEMORRAGIA PRECOZ DEL EMBARAZO, SIN OTRA ESPECIFICACION
O21;VOMITOS EXCESIVOS DEL EMBARAZO
O210;HIPEREMESIS GRAVIDICA LEVE
O211;HIPEREMESIS GRAVIDICA CON TRASTORNOS METABOLICOS
O212;HIPEREMESIS GRAVIDICA TARDIA
O218;OTROS VOMITOS QUE COMPLICAN EL EMBARAZO
O219;VOMITOS DEL EMBARAZO, NO ESPECIFICADOS
O22;COMPLICACIONES VENOSAS Y HEMORROIDES EN EL EMBARAZO
O220;VENAS VARICOSAS DE LOS MIEMBROS INFERIORES EN EL EMBARAZO
O221;VARICES GENITALES EN EL EMBARAZO
O222;TROMBOFLEBITIS SUPERFICIAL EN EL EMBARAZO
O223;FLEBOTROMBOSIS PROFUNDA EN EL EMBARAZO
O224;HEMORROIDES EN EL EMBARAZO
O225;TROMBOSIS VENOSA CEREBRAL EN EL EMBARAZO
O228;OTRAS COMPLICACIONES VENOSAS EN EL EMBARAZO
O229;COMPLICACION VENOSA NO ESPECIFICADA EN EL EMBARAZO
O23;INFECCION DE LAS VIAS GENITOURINARIAS EN EL EMBARAZO
O230;INFECCION DEL RIÑON EN EL EMBARAZO
O231;INFECCION DE LA VEJIGA URINARIA EN EL EMBARAZO
O232;INFECCION DE LA URETRA EN EL EMBARAZO
O233;INFECCION DE OTRAS PARTES DE LAS VIAS URINARIAS EN EL EMBARAZO
O234;INFECCION NO ESPECIFICADA DE LAS VIAS URINARIAS EN EL EMBARAZO
O235;INFECCION GENITAL EN EL EMBARAZO
O239;OTRAS INFECCIONES Y LAS NO ESPECIFICADAS DE LAS VIAS GENITOURINARIAS EN EL EMBARAZO
O24;DIABETES MELLITUS EN EL EMBARAZO
O240;DIABETES MELLITUS PREEXISTENTE TIPO 1, EN EL EMBARAZO
O241;DIABETES MELLITUS PREEXISTENTE TIPO 2, EN EL EMBARAZO
O242;DIABETES MELLITUS PREEXISTENTE RELACIONADA CON DESNUTRICION, EN EL EMBARAZO
O243;DIABETES MELLITUS PREEXISTENTE, SIN OTRA ESPECIFICACION, EN EL EMBARAZO
O244;DIABETES MELLITUS QUE SE ORIGINA CON EL EMBARAZO
O249;DIABETES MELLITUS NO ESPECIFICADA, EN EL EMBARAZO
O25X;DESNUTRICION EN EL EMBARAZO
